"postcode","ced_2016","num_in_ced_2016","proportion_in_ced_2016"
"7257","Bass","1","1.0000"
"7258","Lyons","2","0.3937"
"7258","Bass","2","0.6063"
"7259","Bass","1","1.0000"
"7260","Bass","1","1.0000"
"7261","Bass","1","1.0000"
"7262","Bass","1","1.0000"
"7263","Bass","1","1.0000"
"7264","Bass","2","0.6353"
"7264","Lyons","2","0.3647"
"7265","Bass","1","1.0000"
"7267","Bass","1","1.0000"
"7268","Bass","1","1.0000"
"7270","Lyons","1","1.0000"
"7275","Lyons","1","1.0000"
"7276","Lyons","1","1.0000"
"7277","Lyons","2","0.7010"
"7277","Bass","2","0.2990"
"7290","Lyons","2","0.5426"
"7290","Bass","2","0.4574"
"7291","Lyons","1","1.0000"
"7292","Lyons","1","1.0000"
"7300","Lyons","1","1.0000"
"7301","Lyons","1","1.0000"
"7302","Lyons","1","1.0000"
"7303","Lyons","1","1.0000"
"7304","Lyons","1","1.0000"
"7305","Lyons","1","1.0000"
"7306","Lyons","2","0.7463"
"7306","Braddon","2","0.2537"
"7307","Lyons","2","0.8539"
"7307","Braddon","2","0.1461"
"7310","Lyons","2","0.5335"
"7310","Braddon","2","0.4665"
"7315","Braddon","2","0.9687"
"7315","Lyons","2","0.0313"
"7316","Braddon","1","1.0000"
"7320","Braddon","1","1.0000"
"7321","Braddon","1","1.0000"
"7322","Braddon","1","1.0000"
"7325","Braddon","1","1.0000"
"7330","Braddon","1","1.0000"
"7331","Braddon","1","1.0000"
"7466","Braddon","1","1.0000"
"7467","Braddon","1","1.0000"
"7468","Braddon","1","1.0000"
"7469","Braddon","1","1.0000"
"7470","Braddon","1","1.0000"
"800","Solomon","1","1.0000"
"810","Solomon","1","1.0000"
"812","Solomon","1","1.0000"
"815","Solomon","1","1.0000"
"820","Solomon","1","1.0000"
"822","Lingiari","1","1.0000"
"828","Solomon","1","1.0000"
"829","Solomon","2","0.5490"
"829","Lingiari","2","0.4510"
"830","Lingiari","2","0.6098"
"830","Solomon","2","0.3902"
"832","Solomon","1","1.0000"
"834","Lingiari","1","1.0000"
"835","Lingiari","1","1.0000"
"836","Lingiari","1","1.0000"
"837","Lingiari","1","1.0000"
"838","Lingiari","1","1.0000"
"839","Lingiari","1","1.0000"
"840","Lingiari","1","1.0000"
"841","Lingiari","1","1.0000"
"845","Lingiari","1","1.0000"
"846","Lingiari","1","1.0000"
"847","Lingiari","1","1.0000"
"850","Lingiari","1","1.0000"
"852","Lingiari","1","1.0000"
"853","Lingiari","1","1.0000"
"854","Lingiari","1","1.0000"
"860","Lingiari","1","1.0000"
"862","Lingiari","1","1.0000"
"870","Lingiari","1","1.0000"
"872","Lingiari","4","0.6339"
"872","O'Connor","4","0.1623"
"872","Durack","4","0.1175"
"872","Grey","4","0.0863"
"873","Lingiari","1","1.0000"
"874","Lingiari","1","1.0000"
"875","Lingiari","1","1.0000"
"880","Lingiari","1","1.0000"
"885","Lingiari","1","1.0000"
"886","Lingiari","1","1.0000"
